Species CountA CountC CountG CountT CountA_Syn CountC_Syn CountG_Syn CountT_Syn
Neotrygon_kuhlii.ND2 4090 3687 1192 3585 1153 648 31 531
Neovison_vison.CytB 2028 1840 883 2071 599 257 32 229
Nerodia_erythrogaster.CytB 1349 1335 487 1160 406 224 23 70
Nerodia_erythrogaster.ND1 1366 1396 534 979 410 302 75 65
Nerodia_fasciata.ND1 1438 1406 500 1066 438 306 31 93
Nerodia_sipedon.ND1 1170 1141 403 814 375 235 18 66
Nerodia_sipedon.ND2 10643 9008 2692 6166 3103 1734 115 387
Nesillas_typica.ND2 20557 23901 8215 14647 5632 5491 1088 1102
Ninox_novaeseelandiae.ATP6 852 974 260 637 297 206 11 51
Ninox_novaeseelandiae.ATP8 160 190 12 105 52 37 NA NA
Nipponocypris_temminckii.ND2 4609 4497 2302 3904 1250 894 238 526
Niviventer_andersoni.CytB 6366 6254 2716 6267 1858 984 131 705
Niviventer_bukit.CytB 5456 5176 2224 5384 1519 831 22 617
Niviventer_confucianus.CytB 37665 36518 15633 36722 11201 5645 356 4208
Niviventer_cremoriventer.CytB 1386 1256 570 1348 419 185 24 134
Niviventer_excelsior.CytB 6382 6337 2704 6180 1877 1084 101 626
Niviventer_fulvescens.CytB 9171 8388 3724 9335 2665 1246 89 1049
Nocomis_biguttatus.CytB 3116 2988 1783 3453 833 550 216 321
Noctilio_albiventris.CytB 24059 22451 10444 22632 7837 3634 543 1640
Noctilio_leporinus.CytB 24108 22802 10265 22205 7994 3521 484 1797
Nomascus_gabriellae.CytB 4900 5711 2272 4172 1385 1232 126 267
Nomascus_gabriellae.ND4L 434 475 160 401 134 92 5 23
Nomascus_leucogenys.COX1 2056 2313 1284 2087 563 555 62 195
Nomascus_leucogenys.CytB 4283 4959 1972 3606 1145 1034 170 282
Nomascus_leucogenys.ND3 585 604 220 515 165 86 46 41
Nomascus_leucogenys.ND4 2333 2721 905 1920 630 673 20 169
Nomascus_leucogenys.ND4L 392 426 156 388 111 80 15 28
Nomascus_siki.CytB 4886 5718 2298 4152 1369 1227 162 297
Notopterus_notopterus.ATP6 4509 3956 1783 4734 1405 556 73 659
Notopterus_notopterus.ATP8 210 214 72 161 53 36 3 20
Notothenia_coriiceps.CytB 920 1360 752 1324 194 352 78 184
Notothenia_coriiceps.ND2 948 1369 621 1070 217 354 55 230
Notropis_stramineus.CytB 1614 2021 1238 1931 378 402 223 214
Noturus_albater.CytB 4979 5961 2992 6038 1288 1460 295 446
Noturus_exilis.CytB 15679 16672 7996 17486 4067 3801 520 1356
Noturus_hildebrandi.CytB 6624 7913 4101 8069 1670 1976 456 547
Noturus_miurus.CytB 13252 14611 7239 16095 3468 3557 547 1393
Noturus_phaeus.CytB 5372 6568 3070 6251 1266 1747 288 362
Noturus_taylori.CytB 1132 1288 641 1355 275 332 56 92
Numenius_phaeopus.ND2 1448 1440 488 1199 369 260 42 180
Nyctalus_noctula.ND1 3289 2775 1351 3169 923 483 151 286
Nyctereutes_procyonoides.CytB 12027 11823 5675 11407 3537 1808 440 1013
Nycticebus_bengalensis.CytB 3294 3358 1541 3177 993 549 127 306
Nycticebus_coucang.CytB 2282 2323 1103 2251 669 381 106 215
Nycticebus_pygmaeus.CytB 4121 3972 1699 3816 1187 578 99 396
Oblada_melanura.CytB 1328 1702 842 1603 350 383 65 228
Ochotona_collaris.CytB 25362 31908 11945 23413 6899 6766 498 1783
Ochotona_collaris.ND4 2781 3042 1051 2471 735 642 116 242
Ochotona_curzoniae.CytB 51880 66976 25713 50979 13300 15525 1069 5008
Ochotona_curzoniae.ND4 35821 35820 13200 32051 10091 7118 874 3141
Ochotona_hyperborea.CytB 4529 5068 2029 4250 1256 1066 59 329
Ochotona_hyperborea.ND4 1633 1697 565 1409 475 329 34 146
Ochotona_princeps.CytB 26153 32019 12110 23091 7594 6549 391 2029
Ochotona_rufescens.CytB 4922 6228 2491 4503 1349 1490 127 194
Ochotona_thibetana.CytB 9819 11847 4846 9776 2708 2490 178 1009
Octodon_degus.CytB 1417 1250 559 1301 396 148 33 139
Odobenus_rosmarus_rosmarus.ND1 2607 2515 1074 2390 783 452 80 277
Odocoileus_virginianus.ATP6 2534 2155 992 2453 680 342 97 343
Odocoileus_virginianus.ATP8 714 385 100 583 88 40 16 62
Odocoileus_virginianus.COX1 5830 4317 3196 6701 1669 579 158 1039
Odocoileus_virginianus.COX2 2879 1774 1093 2425 733 182 45 287
Odocoileus_virginianus.COX3 2743 2746 1473 3215 653 478 62 517
Odocoileus_virginianus.CytB 5624 4921 2327 5117 1888 713 92 373
Odocoileus_virginianus.ND1 3519 2721 1327 3340 1108 391 59 292
Odocoileus_virginianus.ND2 4597 3166 1106 3622 1112 606 39 282
Odocoileus_virginianus.ND3 1160 983 456 1195 290 168 10 152
Odocoileus_virginianus.ND4 5394 4180 1936 5454 1301 655 138 704
Odocoileus_virginianus.ND4L 1028 763 380 1028 340 115 22 105
Odontobutis_potamophila.ND2 968 990 361 705 267 211 34 79
Odorrana_graminea.ND2 9511 9407 3654 9048 2084 2115 369 1097
Odorrana_margaretae.ND2 1086 1206 474 1086 218 280 60 160
Odorrana_morafkai.ND2 3127 3011 1176 3048 736 590 150 437
Odorrana_schmackeri.ND2 27800 27188 9374 26160 5084 5929 757 3771
Oecomys_concolor.CytB 2456 2325 959 2239 734 353 28 214
Oedalechilus_labeo.CytB 1001 1270 600 1257 249 311 40 152
Oligoryzomys_flavescens.CytB 1784 1571 709 1636 525 224 37 133
Oligoryzomys_fulvescens.CytB 2501 2244 978 2257 744 328 48 196
Oligoryzomys_nigripes.CytB 1751 1570 708 1656 521 222 30 159
Oncorhynchus_keta.CytB 1101 1414 743 1302 270 313 91 169
Oncorhynchus_keta.ND3 2753 4401 2225 4085 620 1320 125 481
Oncorhynchus_kisutch.CytB 3507 4612 2432 4187 898 1049 246 520
Oncorhynchus_masou_ishikawae.ND1 2642 2859 1505 2861 834 583 100 483
Oncorhynchus_masou_masou.CytB 1149 1387 668 1356 290 296 39 195
Oncorhynchus_mykiss.ATP6 642 845 359 734 187 192 33 124
Oncorhynchus_mykiss.ATP8 185 216 90 169 24 40 9 39
Oncorhynchus_mykiss.COX1 2355 2498 1698 2737 624 483 189 382
Oncorhynchus_mykiss.COX2 745 746 465 804 131 122 20 187
Oncorhynchus_mykiss.COX3 1139 1380 797 1382 256 273 43 250
Oncorhynchus_mykiss.CytB 6710 8433 4274 7934 1770 1887 334 1091
Oncorhynchus_mykiss.ND2 2352 2735 1084 2205 678 630 89 372
Oncorhynchus_mykiss.ND3 409 566 261 504 85 143 28 57
Oncorhynchus_mykiss.ND4 2906 3319 1634 3109 598 750 220 453
Oncorhynchus_nerka.COX1 12030 13234 8897 13827 3177 2661 979 1801
Oncorhynchus_nerka.CytB 6642 8746 4783 8175 1524 1980 653 1036
Oncorhynchus_tshawytscha.CytB 1375 1767 878 1645 326 417 83 205
Onychodactylus_fischeri.CytB 4320 2723 1715 4886 1108 294 34 573
Onychodactylus_koreanus.CytB 4043 2512 1573 4412 1019 257 26 538
Onychostoma_gerlachi.ND4 2161 2074 959 1706 680 405 85 135
Oplurus_cuvieri.ND1 6284 5831 2403 5516 1937 1204 69 422
Oplurus_grandidieri.ND1 1925 1554 688 1593 665 199 37 142
Opsariichthys_bidens.CytB 37226 45252 25585 45748 8546 9196 3459 6282
Opsariichthys_evolans.CytB 1973 2271 1282 2391 495 417 162 348
Opsariichthys_hainanensis.ATP6 2933 2900 1657 3406 848 438 286 510
Opsariichthys_hainanensis.ATP8 464 417 166 384 62 64 10 62
Opsariichthys_hainanensis.CytB 15173 17477 9548 18063 3727 3585 977 2349
Opsariichthys_uncirostris.CytB 15469 19205 10792 19001 3544 3949 1512 2575
Orcaella_brevirostris.CytB 1388 1356 555 1249 429 210 24 131
Orcaella_heinsohni.COX1 1793 1437 987 1975 530 180 42 311
Orcaella_heinsohni.COX3 881 895 417 939 214 172 10 113
Orcaella_heinsohni.ND1 1207 1131 441 1037 390 175 10 133
Orcaella_heinsohni.ND4 2231 1920 655 2079 536 354 20 245
Orcinus_orca.ATP6 6730 6453 2208 6481 1764 1141 86 1016
Orcinus_orca.ATP8 660 661 120 448 140 112 55 NA
Orcinus_orca.COX1 18269 15061 10130 19720 5188 2025 703 3022
Orcinus_orca.COX2 3189 2573 1289 2481 782 418 44 281
Orcinus_orca.COX3 5834 6193 2855 6167 1404 1180 78 782
Orcinus_orca.CytB 13141 13136 5371 11553 4022 2194 180 1170
Orcinus_orca.ND1 10800 10158 4034 8633 3411 1667 323 921
Orcinus_orca.ND2 9289 7994 1884 6637 2195 1473 105 752
Orcinus_orca.ND3 1131 1082 434 1060 254 272 26 89
Orcinus_orca.ND4 18551 16878 6191 17001 4589 3132 183 2169
Orcinus_orca.ND4L 1052 1043 410 1020 309 239 15 61
Oreochromis_niloticus.ATP6 839 1110 436 1020 196 254 38 188
Oreochromis_niloticus.ATP8 360 400 125 270 85 59 3 55
Oreochromis_niloticus.COX1 3199 3651 2241 3653 863 806 135 547
Oreochromis_niloticus.COX2 986 992 560 912 207 185 32 124
Oreochromis_niloticus.COX3 1403 1717 886 1475 350 373 40 194
Oreochromis_niloticus.CytB 2770 3732 1544 3354 573 956 44 435
Oreochromis_niloticus.ND1 1694 2277 911 1922 482 609 22 295
Oreochromis_niloticus.ND2 1776 2490 785 1732 383 670 59 329
Oreochromis_niloticus.ND3 359 613 243 525 56 182 22 72
Oreochromis_niloticus.ND4 2963 3639 1491 2947 740 928 79 386
Oreochromis_niloticus.ND4L 334 666 270 494 113 182 17 84
Oreothlypis_virginiae.ND2 1877 2143 596 1504 454 431 51 234
Orestias_agassizii.CytB 15451 18295 10720 21409 3577 4001 748 3285
Orestias_ascotanensis.ND2 1388 1987 938 1897 257 509 132 361
Oriolus_chinensis.ND3 475 540 273 452 161 102 38 33
Ornithorhynchus_anatinus.CytB 8634 8876 4351 9975 2282 1608 325 1383
Orthotomus_sericeus.ND2 8572 8539 2732 5732 2744 1542 254 502
Orthriophis_taeniurus.CytB 1832 1567 595 1511 550 199 37 138
Orthriophis_taeniurus.ND2 1518 1163 302 785 431 185 15 62
Oryctolagus_cuniculus.CytB 1594 1722 722 1647 425 326 19 219
Oryx_beisa.CytB 3119 3031 1375 2681 981 508 61 212
Oryx_gazella.CytB 1397 1340 609 1202 427 217 32 101
Oryzias_javanicus.CytB 1342 1657 925 1776 306 360 82 274
Oryzias_javanicus.ND2 1156 1623 716 1305 230 443 63 232
Oryzias_latipes.ATP6 1945 1996 1123 2427 470 322 175 429
Oryzias_latipes.ATP8 578 563 242 597 129 88 2 124
Oryzias_latipes.COX1 4595 4716 3545 5792 1122 778 478 900
Oryzias_latipes.COX2 2095 1942 1311 2242 377 324 118 349
Oryzias_latipes.COX3 2205 2611 1718 2862 527 555 176 411
Oryzias_latipes.CytB 40953 48119 27320 53162 10486 9247 2802 8242
Oryzias_latipes.ND1 2507 3111 1762 3279 602 726 190 538
Oryzias_latipes.ND2 10261 12056 6924 12039 2271 2524 808 2406
Oryzias_latipes.ND3 789 1127 649 1263 230 269 75 162
Oryzias_latipes.ND4 3978 4962 2637 4875 867 1101 345 783
Oryzias_latipes.ND4L 797 920 592 1219 185 197 64 152
Oryzomys_palustris.CytB 3367 2756 1204 2933 1100 327 43 251
Oryzomys_texensis.CytB 5967 4986 2133 5154 1935 583 50 486
Osmerus_mordax.CytB 12435 17982 10927 18506 2907 4302 1362 2435
Osteocephalus_buckleyi.ND1 6029 5978 3008 6786 1596 1141 182 1069
Osteocephalus_taurinus.ND1 4230 4234 2497 5104 1204 757 294 765
Osteochilus_salsburyi.CytB 11833 10096 4899 11287 4164 1339 130 839
Osteochilus_salsburyi.ND4 1874 1398 711 1537 547 224 28 136
Osteoglossum_bicirrhosum.ATP6 2385 2860 1166 2859 574 554 154 456
Osteoglossum_bicirrhosum.ND2 2165 2042 721 1528 624 362 32 183
Osteolaemus_tetraspis.CytB 1817 1711 739 1508 534 273 78 111
Osteolaemus_tetraspis.ND2 1613 1482 656 1514 414 260 93 194
Ostracion_meleagris.ATP6 1625 1924 777 1797 434 464 91 187
Otis_tarda.CytB 1582 2015 713 1386 436 485 48 84
Otonycteris_hemprichii.ND1 4450 3262 1602 4042 1305 460 109 410
Otus_elegans.CytB 4423 5807 1996 3734 1324 1339 83 277
Otus_scops.CytB 1258 1554 544 1072 409 343 7 90
Ovis_ammon.ATP6 856 784 315 757 248 150 20 72
Ovis_ammon.ATP8 311 173 45 167 60 12 8 8
Ovis_ammon.COX1 1796 1501 993 1878 541 245 67 237
Ovis_ammon.CytB 7531 6938 3040 6366 2354 1147 106 394
Ovis_ammon.ND1 1222 1116 422 1056 397 199 12 85
Ovis_ammon.ND2 1539 1146 353 1126 380 230 24 71
Ovis_ammon.ND3 422 405 165 388 109 77 18 50
Ovis_ammon.ND4 1759 1532 591 1626 467 253 42 188
Ovis_ammon.ND4L 359 313 143 361 110 68 10 19
Ovis_aries.ATP6 7061 6372 2607 6331 2045 1218 166 627
Ovis_aries.ATP8 857 461 122 474 153 23 30 33
Ovis_aries.COX1 18378 15437 10200 19206 5654 2376 686 2583
Ovis_aries.COX2 5515 3830 2071 4243 1443 454 71 465
Ovis_aries.COX3 7724 8895 4609 8493 2082 1676 236 1172
Ovis_aries.CytB 81275 74004 33402 70552 25078 11454 1346 4974
Ovis_aries.ND1 9773 8956 3407 8386 3145 1564 143 674
Ovis_aries.ND2 10633 8015 2417 7471 2830 1605 92 454
Ovis_aries.ND3 1485 1457 572 1315 394 270 67 179
Ovis_aries.ND4 17603 15636 5914 15923 4825 2668 346 1731
Ovis_aries.ND4L 1420 1288 581 1414 478 271 42 81
Ovis_canadensis.CytB 4297 3918 1748 3681 1331 645 48 252
Ovis_orientalis.CytB 12382 11364 5110 10727 3865 1793 187 731
Ovis_vignei.CytB 17189 15338 6803 14955 5289 2396 221 1066
Oxyeleotris_lineolata.ATP6 4078 5339 1833 4413 1141 1317 101 565
Oxyeleotris_lineolata.CytB 1192 1362 606 1268 328 288 23 137
Oxyeleotris_selheimi.ATP6 5570 7410 2955 6538 1624 1654 346 1045
Oxygymnocypris_stewartii.CytB 1234 1242 706 1378 387 213 64 151
Pachycephala_caledonica.ND2 1335 1045 408 1172 362 132 26 183
Pachycephala_graeffii.ND2 7754 6203 2249 6564 2236 757 138 1065
Pachycephala_macrorhyncha.ND2 5722 4511 1742 5008 1531 592 142 770
Pachycephala_philippinensis.ND2 12894 10228 3742 10870 3609 1405 188 1569
Pachytriton_archospotus.CytB 3822 3419 2081 4141 1118 554 252 322
Pachytriton_archospotus.ND2 3480 2462 1142 2486 1017 327 122 193
Pachytriton_brevipes.CytB 9433 8327 4862 9916 2757 1298 665 697
Pachytriton_brevipes.ND2 8581 5690 2524 6173 2432 726 200 446
Pachytriton_feii.CytB 3523 3209 1873 3737 1009 504 266 264
Pachytriton_feii.ND2 3941 2577 1151 2858 1142 322 90 234
Pachytriton_granulosus.CytB 13981 12483 7092 14690 4150 1936 888 1152
Pachytriton_granulosus.ND2 16271 11158 5358 12192 4507 1523 627 829
Pachytriton_labiatus.CytB 6280 5537 3224 6562 1793 856 423 537
Pachytriton_labiatus.ND2 5768 4150 2108 4396 1557 582 280 358
Pachytriton_xanthospilos.CytB 3550 3207 1843 3742 1053 512 218 276
Pachytriton_xanthospilos.ND2 3177 2188 991 2257 920 267 110 166
Padda_oryzivora.ND3 732 784 277 579 287 154 7 21
Pagellus_acarne.CytB 2626 3335 1694 3291 663 734 149 509
Pagellus_bogaraveo.CytB 1847 2303 1166 2349 466 521 70 374
Pagetopsis_macropterus.ND2 4466 5931 2472 4165 1139 1559 219 687
Pagothenia_borchgrevinki.ND2 3057 4291 3393 4917 704 847 612 1088
Paguma_larvata.CytB 5237 4568 2070 5179 1488 636 32 520
Palea_steindachneri.CytB 1833 1658 597 1522 538 270 19 112
Paleosuchus_palpebrosus.CytB 1496 2089 755 1330 444 509 80 64
Paleosuchus_trigonatus.CytB 2379 3344 1242 2155 638 809 153 114
Paleosuchus_trigonatus.ND2 1280 1495 418 971 318 390 33 89
Pampus_argenteus.ATP6 4971 4913 2202 5542 1381 833 155 812
Pampus_argenteus.ATP8 480 351 242 385 74 45 42 50
Pampus_argenteus.CytB 45054 48713 22141 51042 12804 8716 859 6700
Pampus_chinensis.CytB 1207 1395 589 1285 334 292 25 136
Pampus_punctatissimus.CytB 2142 2262 1036 2393 590 425 41 296
Pan_paniscus.ATP6 3632 3994 1320 3255 945 784 137 480
Pan_paniscus.ATP8 627 548 91 363 95 113 33 32
Pan_paniscus.COX1 7049 7632 4291 7191 1941 1640 275 850
Pan_paniscus.COX2 1989 2082 972 1767 470 439 51 229
Pan_paniscus.COX3 2187 2446 1073 2124 599 549 38 180
Pan_paniscus.CytB 5782 6919 2420 5183 1655 1521 98 347
Pan_paniscus.ND1 5348 6152 2026 4600 1350 1481 151 496
Pan_paniscus.ND2 5633 5690 1583 4317 1153 1422 101 448
Pan_paniscus.ND3 627 633 213 597 118 156 10 36
Pan_paniscus.ND4 5925 6990 2037 5028 1442 1765 133 364
Pan_paniscus.ND4L 354 334 126 362 112 70 4 34
Pan_troglodytes.ATP6 12526 13961 4482 10983 3310 2827 416 1489
Pan_troglodytes.COX1 30463 33545 18808 31067 8388 7638 1145 3322
Pan_troglodytes.COX2 10180 10584 4969 8997 2459 2179 243 1226
Pan_troglodytes.COX3 13437 15420 7100 13356 3578 3634 515 1019
Pan_troglodytes.CytB 27403 32474 11426 24322 7512 6882 612 1660
Pan_troglodytes.ND1 17441 20875 6878 14907 4393 5184 649 1449
Pan_troglodytes.ND2 21802 21105 6120 16909 4327 5024 428 1660
Pan_troglodytes.ND3 3869 4098 1408 3725 724 993 114 231
Pan_troglodytes.ND4 29701 34354 10578 26597 6847 8270 891 2449
Pan_troglodytes.ND4L 1617 1571 544 1560 533 343 5 126
Pandion_haliaetus.CytB 11621 13546 5124 9907 3774 2865 186 673
Pandion_haliaetus.ND2 7686 7707 2220 5484 2143 1671 138 600
Pangasianodon_gigas.ATP6 820 776 307 737 256 142 22 85
Pangasianodon_hypophthalmus.CytB 1511 1575 744 1585 484 325 15 125
Pangasius_pangasius.ATP6 3275 3199 1363 3059 1011 610 154 333
Pangasius_pangasius.CytB 2519 2883 1253 2441 803 647 72 155
Pangio_anguillaris.CytB 2778 2875 1435 2902 894 492 81 331
Panthera_leo.ATP6 1754 1780 788 1775 409 332 119 250
Panthera_leo.ATP8 401 230 73 283 59 15 15 37
Panthera_leo.COX1 2030 1774 1430 2472 558 290 159 369
Panthera_leo.COX2 1455 1230 761 1321 329 208 68 152
Panthera_leo.COX3 1256 1307 763 1372 303 253 88 139
Panthera_leo.CytB 8628 9388 4429 9049 2637 1845 226 768
Panthera_leo.ND1 2015 2095 814 1754 603 404 55 186
Panthera_leo.ND2 3031 2501 789 2028 735 498 60 152
Panthera_leo.ND3 648 595 245 579 186 123 14 53
Panthera_leo.ND4 3877 3646 1514 3237 1011 700 151 319
Panthera_leo.ND4L 509 463 253 539 147 90 34 33
Panthera_onca.CytB 1277 1385 634 1252 377 254 45 121
Panthera_onca.ND4 1699 1585 693 1495 457 283 81 166
Panthera_pardus.ATP6 757 776 373 806 190 129 62 120
Panthera_pardus.CytB 12431 13427 6406 12868 3807 2666 324 996
Panthera_pardus.ND2 1495 1208 405 1041 359 241 35 80
Panthera_tigris.ATP6 1940 1890 850 2025 473 334 92 324
Panthera_tigris.ATP8 390 237 87 263 66 18 17 28
Panthera_tigris.COX1 5572 5157 4161 6696 1508 862 547 930
Panthera_tigris.COX2 1652 1424 872 1494 327 264 103 152
Panthera_tigris.COX3 2411 2575 1429 2400 663 454 141 231
Panthera_tigris.CytB 6569 7233 3461 6576 1828 1502 298 422
Panthera_tigris.ND1 2537 2524 1009 2134 816 486 27 204
Panthera_tigris.ND2 4990 3963 1345 3457 1076 765 154 296
Panthera_tigris.ND3 777 761 363 690 208 130 27 84
Panthera_tigris.ND4 5183 4744 1998 4489 1448 871 190 446
Panthera_tigris.ND4L 332 309 172 363 102 62 14 24
Pantherophis_obsoletus.CytB 2874 2267 967 2556 864 281 68 218
Pantodon_buchholzi.CytB 3768 2982 1567 3992 1123 364 24 473
Papio_anubis.ATP8 204 182 47 125 25 32 13 12
Papio_anubis.COX1 1632 1771 1059 1802 390 385 101 219
Papio_anubis.CytB 10430 11905 4260 8745 2809 2477 277 840
Papio_cynocephalus.CytB 14560 16515 6074 12483 3952 3325 426 1213
Papio_hamadryas.CytB 7724 8822 3198 6476 2129 1856 196 587
Papio_papio.CytB 1333 1535 551 1141 362 334 26 102
Papio_ursinus.CytB 13446 15370 5476 11308 3596 3138 428 1107
Parabotia_fasciata.CytB 1273 1281 620 1302 380 236 30 135
Parabramis_pekinensis.COX1 1689 1668 1090 1745 565 282 76 236
Parabramis_pekinensis.CytB 1630 1652 856 1532 535 292 82 116
Parabramis_pekinensis.ND2 3381 3381 1335 2343 1054 701 92 250
Parabramis_pekinensis.ND4 2138 1981 977 1804 643 344 92 192
Parabramis_pekinensis.ND4L 298 373 196 309 113 77 17 21
Parachromis_managuensis.CytB 1143 1507 591 1290 287 387 13 122
Paradoxornis_alphonsianus.CytB 1504 1922 777 1497 454 418 57 161
Paradoxornis_alphonsianus.ND2 1893 2159 658 1500 461 480 62 187
Paradoxornis_fulvifrons.CytB 1493 1923 762 1522 409 417 47 174
Paradoxornis_fulvifrons.ND2 1879 2021 650 1606 492 408 62 237
Paradoxornis_nipalensis.CytB 1521 1900 777 1502 432 371 59 191
Paradoxornis_nipalensis.ND2 2132 2264 691 1675 556 460 52 214
Paradoxornis_webbianus.CytB 3815 4983 1999 3828 1179 1070 136 417
Paradoxornis_webbianus.ND2 33788 37675 11967 26460 8738 7927 1102 3407
Paradoxurus_hermaphroditus.CytB 14538 12086 5684 14886 4270 1579 88 1541
Parahucho_perryi.COX3 776 929 524 903 168 198 32 134
Parahucho_perryi.CytB 1149 1344 710 1353 297 309 56 164
Parahucho_perryi.ND4 1509 1653 802 1556 350 345 68 224
Parahucho_perryi.ND4L 283 391 193 309 107 83 13 45
Paralichthys_olivaceus.ND2 13508 17289 6647 12476 2928 4138 731 2194
Paramesotriton_hongkongensis.ND1 1206 1003 539 1116 416 124 80 99
Paramesotriton_hongkongensis.ND2 2497 1822 783 1723 714 253 119 95
Paramisgurnus_dabryanus.ATP8 314 286 111 279 54 47 3 28
Paramisgurnus_dabryanus.COX1 2689 2796 2011 3340 716 550 194 513
Paramisgurnus_dabryanus.COX2 1159 1036 678 1264 221 178 30 229
Paramisgurnus_dabryanus.COX3 1396 1579 956 1529 406 328 60 165
Paramisgurnus_dabryanus.CytB 3715 3606 2053 4198 1211 570 184 496
Paramisgurnus_dabryanus.ND1 1850 1901 998 2055 585 402 70 276
Paramisgurnus_dabryanus.ND2 2245 2161 987 1915 696 445 101 213
Paramisgurnus_dabryanus.ND3 582 638 394 822 147 144 26 125
Paramisgurnus_dabryanus.ND4 2646 2674 1477 2863 717 553 143 363
Paramisgurnus_dabryanus.ND4L 417 565 298 484 148 130 21 58
Paramormyrops_gabonensis.CytB 1300 1497 635 1128 433 283 32 76
Pararasbora_moltrechti.CytB 9840 8205 4726 10289 3028 1322 304 1026
Pardofelis_marmorata.ATP8 268 151 53 172 48 9 8 22
Pareuchiloglanis_sinensis.CytB 1705 1704 749 1527 529 290 45 109
Paroedura_picta.ND2 1650 1533 547 1157 474 300 49 117
Parus_major.CytB 3104 4224 1410 2629 945 965 40 211
Parus_major.ND2 22539 27679 7686 14868 6665 6617 553 1157
Parus_monticolus.ND2 12015 14186 3919 7554 3536 3264 212 540
Parvoscincus_jimmymcguirei.ND2 8706 6932 2216 5687 2617 1162 134 473
Passer_domesticus.ND2 14729 17684 6803 11927 4140 3725 1288 1048
Passer_hispaniolensis.ND2 11258 13443 4866 9000 3161 2884 868 783
Passer_italiae.ND2 8656 10410 4147 7080 2347 2247 720 689
Passer_montanus.CytB 2750 3567 1471 2310 884 761 178 76
Pecari_tajacu.COX2 913 712 370 666 228 113 32 51
Pecari_tajacu.CytB 7219 6927 2865 5729 2478 1095 199 218
Pecari_tajacu.ND1 1200 1010 457 882 431 145 29 61
Pecari_tajacu.ND2 1844 1391 425 1088 557 220 15 38
Pecari_tajacu.ND3 382 325 147 322 114 50 9 25
Pecari_tajacu.ND4L 382 306 134 342 127 55 7 19
Pegusa_lascaris.CytB 1017 1419 792 1332 239 348 98 189
Pellonula_leonensis.CytB 2204 2429 1209 2117 711 491 68 169
Pelochelys_cantorii.CytB 2150 2074 748 1634 670 332 42 126
Pelochelys_cantorii.ND1 1593 1241 339 907 446 174 10 64
