HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
3468	Animalia	Chordata	Mammalia	Rodentia	Muridae	Ochrotomys	Ochrotomys_nuttalli	Golden mouse	NA	NA	30	21	2.7	NA	25	2.7	12.5	22	0.0591	8.4	671	captivity	small	acceptable	NA	NA	0.151	19.5	309.55	36420434455538612e6
3469	Animalia	Chordata	Mammalia	Rodentia	Muridae	Ondatra	Ondatra_zibethicus	Muskrat	285	285	26	25	6.7	NA	30	22.72	152.1	1362	0.0323	NA	NA	unknown	tiny	low	NA	NA	4.363	976.3	310.55	3642043444145561e13
3470	Animalia	Chordata	Mammalia	Rodentia	Muridae	Onychomys	Onychomys_leucogaster	Northern grasshopper mouse	100	114	31	23	4	NA	32	2.6	13.1	32.5	0.0634	5.6	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	4344414555426717e5
3471	Animalia	Chordata	Mammalia	Rodentia	Muridae	Onychomys	Onychomys_torridus	Southern grasshopper mouse	41	41	30	20	3.7	NA	30	2.6	9.2	22	0.018	4.6	671	captivity	small	acceptable	NA	NA	0.165	19.1	309.15	36420434441455673e3
3472	Animalia	Chordata	Mammalia	Rodentia	Muridae	Otomys	Otomys_irroratus	Vlei rat	82	91	40	13	1.78	NA	NA	14.5	30	146.8	0.0371	NA	NA	unknown	small	low	NA	NA	0.474	102	310.75	3642043445561063e7
3473	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pachyuromys	Pachyuromys_duprasi	Fat-tailed gerbil	NA	61	20	29	4.5	NA	NA	NA	NA	40	NA	8.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455542571671
3474	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_californicus	California mouse	46	NA	30	30	2	NA	24	4.46	18.6	42	NA	5.5	671	captivity	small	acceptable	NA	NA	0.267	47	309.55	3642045553861067e11
3475	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_crinitus	Canyon mouse	70	70	24	28	3	NA	27	2.2	14.1	16.5	NA	7.7	647	captivity	small	acceptable	NA	NA	0.162	20.5	308.85	36420455647773
3476	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_eremicus	Cactus mouse	129	NA	26	25	2.6	NA	39	2.33	NA	25	NA	7.4	671	captivity	medium	acceptable	NA	NA	0.173	21	309.75	36420434455610675e6
3477	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_guatemalensis	Guatemalan deer mouse	NA	NA	NA	NA	1.9	NA	NA	NA	NA	40	NA	5.7	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730773978
3478	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_leucopus	White-footed mouse	73	NA	26	22	4.5	NA	26	1.89	9.24	23	0.0456	7.9	671	captivity	small	acceptable	0.001	0.5	0.213	22.3	309.85	2367430430530629e81
3479	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_maniculatus	Deer mouse	49	NA	24	22	5	3	27	2	9.2	20.5	0.0643	8.3	434	captivity	medium	acceptable	NA	NA	0.219	20.5	309.75	36593084204344367e40
3480	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_polionotus	Oldfield mouse	28	NA	24	21	3.8	3	25	1.68	6.72	14	0.0558	5.5	671	captivity	medium	acceptable	NA	NA	0.12	12	NA	36455671731773
3481	Animalia	Chordata	Mammalia	Rodentia	Muridae	Peromyscus	Peromyscus_truei	Pinyon mouse	50	NA	26	30	3.4	5	40	2.315	10.5	25	0.0481	5.4	671	captivity	small	acceptable	NA	NA	0.307	33.1	309.85	3.6434455610671687e+26
3482	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phenacomys	Phenacomys_intermedius	Western heather vole	37	NA	22	19	4.58	NA	NA	2.18	15.3	33	NA	NA	NA	unknown	small	low	NA	NA	0.375	21.5	311.05	3642043445561063e4
3483	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phenacomys	Phenacomys_ungava	Eastern heather vole	38	NA	23	21	4.9	NA	NA	2.4	10	27	0.0554	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	538610731
3484	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phloeomys	Phloeomys_cumingi	Slender-tailed cloud rat	NA	NA	NA	NA	1	NA	NA	NA	NA	1750	NA	13.6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455671
3485	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phloeomys	Phloeomys_pallidus	Northern Luzon slender-tailed cloud rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	1744	NA	10.7	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	671978
3486	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phodopus	Phodopus_roborovskii	Desert hamster	243	NA	21	19	6	NA	NA	1.45	18.1	NA	NA	4.8	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455610671
3487	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phodopus	Phodopus_sungorus	Dzhungarian hamster	120	NA	20	21	5.5	NA	40	2	14.8	23.4	NA	3.9	671	captivity	medium	acceptable	NA	NA	0.313	31.3	309.25	36395396397398416e15
3488	Animalia	Chordata	Mammalia	Rodentia	Muridae	Phyllotis	Phyllotis_darwini	Darwins leaf-eared mouse	NA	NA	34	NA	4	NA	NA	NA	NA	50.8	NA	NA	NA	unknown	tiny	low	NA	NA	0.333	47	309.35	364556106719781e3
3489	Animalia	Chordata	Mammalia	Rodentia	Muridae	Platacanthomys	Platacanthomys_lasiurus	Malabar spiny dormouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455
3490	Animalia	Chordata	Mammalia	Rodentia	Muridae	Podomys	Podomys_floridanus	Florida mouse	NA	NA	23	25	2.5	NA	33	2.4	12.5	32	NA	7.4	434	captivity	small	acceptable	NA	NA	0.288	30.8	NA	36434455538610
3491	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pogonomys	Pogonomys_macrourus	Long-tailed tree mouse	NA	NA	NA	NA	2.4	NA	NA	NA	NA	57	NA	3.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671
3492	Animalia	Chordata	Mammalia	Rodentia	Muridae	Praomys	Praomys_tullbergi	Tullbergs rock rat	82	75	24	25	3.5	4	24	2.7	10.5	30	NA	5.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671978
3493	Animalia	Chordata	Mammalia	Rodentia	Muridae	Psammomys	Psammomys_obesus	Fat sand rat	100	NA	24	28	3.5	NA	38	6.25	40	212	0.0304	3.2	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	43445567173188484e10
3494	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_australis	Australian native mouse	145	180	31	26	3.1	NA	NA	4	12.5	65	0.0278	7.9	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455610671680700
3495	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_chapmani	Western pebble-mound mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	6.8	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
3496	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_fumeus	Smoky mouse	NA	NA	NA	NA	3.5	NA	NA	NA	NA	70	NA	6.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	610671
3497	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_higginsi	Long-tailed mouse	272	270	32	30	2.3	NA	NA	5	NA	60.1	0.0331	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610731
3498	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_laborifex	Kimberly mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	6.9	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
3499	Animalia	Chordata	Mammalia	Rodentia	Muridae	Pseudomys	Pseudomys_shortridgei	Heath mouse	335	335	NA	NA	3	1	NA	NA	NA	64	NA	6	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671680
3500	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus_fuscipes	Bush rat	107	90	26	30	5	NA	NA	4.5	21.3	130	NA	5.3	616	captivity	small	acceptable	NA	NA	0.471	76	310.65	36420455542610616e3
3501	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus_lutreolus	Australian swamp rat	79	NA	27	25	5	NA	NA	4.87	25	115	0.0277	4.4	671	captivity	small	acceptable	NA	NA	0.353	109	309.85	3645561062867168e8
3502	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus_norvegicus	Norway rat	90	70	21	25	9.9	NA	NA	5.81	63.8	300	NA	3.8	857	captivity	large	acceptable	0.002	0.3	1.404	206.9	310.25	12361171191211741e77
3503	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus_rattus	Rat	90	112	22	26	7.3	NA	36	4.55	39.7	200	0.0207	4.2	671	captivity	large	acceptable	NA	NA	0.77	117	311.15	36434441455610674e10
3504	Animalia	Chordata	Mammalia	Rodentia	Muridae	Reithrodon	Reithrodon_auritus	Bunny or coney rat	61	NA	NA	NA	4.5	NA	NA	NA	NA	72.2	NA	5.5	671	captivity	small	acceptable	NA	NA	0.428	78.7	NA	36434455610671
3505	Animalia	Chordata	Mammalia	Rodentia	Muridae	Reithrodontomys	Reithrodontomys_humulis	Eastern harvest mouse	105	NA	23	23	2.9	NA	32	1.115	NA	10.3	0.0694	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455538610629680700
3506	Animalia	Chordata	Mammalia	Rodentia	Muridae	Reithrodontomys	Reithrodontomys_megalotis	Western harvest mouse	107	80	23	21	3.3	NA	28	1.33	NA	11	NA	NA	NA	unknown	small	low	NA	NA	0.13	9	309.95	36420434455610675e6
3507	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhabdomys	Rhabdomys_pumilio	Four-striped grass mouse	42	64	25	14	6	4	29	2.67	8.4	51	0.0361	4.5	671	captivity	medium	acceptable	NA	NA	0.179	39.6	310.15	3642043445567168e4
3508	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhipidomys	Rhipidomys_nitela	Splendid climbing mouse	NA	NA	NA	NA	NA	NA	NA	NA	NA	89	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671730
3509	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhizomys	Rhizomys_sumatrensis	Large bamboo rat	NA	NA	22	91	4	NA	NA	NA	NA	3e3	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671978
3510	Animalia	Chordata	Mammalia	Rodentia	Muridae	Rhombomys	Rhombomys_opimus	Great gerbil	105	105	28	22	5	NA	NA	4.75	NA	285	NA	4.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	1455571671
3511	Animalia	Chordata	Mammalia	Rodentia	Muridae	Saccostomus	Saccostomus_campestris	Pouched mouse	45	NA	21	25	6.8	NA	51	2.6	NA	47.4	NA	4.5	671	captivity	small	acceptable	NA	NA	0.274	68.1	308.45	36420434455542604e3
3512	Animalia	Chordata	Mammalia	Rodentia	Muridae	Scotinomys	Scotinomys_teguina	Alstons brown mouse	34	49	31	21	2.8	NA	31	1.35	NA	11.2	NA	NA	NA	unknown	small	low	NA	NA	0.174	12	310.75	36420434455610675e6
3513	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sekeetamys	Sekeetamys_calurus	Bushy-tailed jird	NA	NA	NA	NA	2.9	NA	NA	NA	NA	65	NA	7.3	671	captivity	medium	acceptable	NA	NA	0.274	63.6	310.65	36420455542671
3514	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sigmodon	Sigmodon_hispidus	Hispid cotton rat	40	40	27	15	5	NA	NA	6.2	19.8	185	0.0362	5.2	671	captivity	medium	acceptable	NA	NA	1.085	159.6	311.25	3636036142043444e22
3515	Animalia	Chordata	Mammalia	Rodentia	Muridae	Steatomys	Steatomys_pratensis	Fat mouse	NA	NA	NA	NA	4.7	NA	NA	1.55	NA	25.5	NA	NA	NA	unknown	small	low	NA	NA	0.105	37.5	307.25	36420455610671
3516	Animalia	Chordata	Mammalia	Rodentia	Muridae	Sundamys	Sundamys_muelleri	Muellers giant Sunda rat	NA	NA	NA	NA	3.8	NA	NA	NA	NA	334	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434610
3517	Animalia	Chordata	Mammalia	Rodentia	Muridae	Synaptomys	Synaptomys_cooperi	Southern bog lemming	NA	NA	23	23	3	NA	NA	3.46	20	27	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	441455542610
3518	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tachyoryctes	Tachyoryctes_splendens	East African mole rat	150	180	40	35	1.5	NA	173	20	NA	220	NA	NA	NA	unknown	small	low	NA	NA	0.856	197	309.05	36420434455610675e6
3519	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tatera	Tatera_afra	Cape gerbil	152	115	23	NA	NA	NA	NA	4.5	NA	74.8	NA	5.7	671	captivity	small	acceptable	NA	NA	1.016	106.5	307.15	36420434455610670
3520	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tatera	Tatera_indica	Indian gerbil	77	91	26	24	5.4	NA	48	3	NA	146.7	0.024	7	671	captivity	small	acceptable	NA	NA	0.422	86.9	309.15	36420434455542577e12
3521	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tatera	Tatera_valida	Savanna gerbil	99	99	NA	NA	4.3	2	NA	NA	30	113	NA	5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671
3522	Animalia	Chordata	Mammalia	Rodentia	Muridae	Taterillus	Taterillus_gracilis	Slender gerbil	91	91	26	NA	4.5	NA	NA	NA	NA	51.9	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
3523	Animalia	Chordata	Mammalia	Rodentia	Muridae	Thallomys	Thallomys_paedulcus	Acacia rat	109	NA	26	30	3.5	NA	26	2.65	NA	80	NA	NA	NA	unknown	tiny	low	NA	NA	0.487	132.4	309.85	36420455610671677e3
3524	Animalia	Chordata	Mammalia	Rodentia	Muridae	Thamnomys	Thamnomys_venustus	Thicket rat	83	NA	24	24	1.3	NA	NA	NA	NA	65	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	610671680978
3525	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tscherskia	Tscherskia_triton	Greater long-tailed hamster	NA	NA	NA	NA	4.2	NA	NA	5.2	NA	25	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671978
3526	Animalia	Chordata	Mammalia	Rodentia	Muridae	Tylomys	Tylomys_nudicaudus	Peterss climbing rat	82	109	40	26	2.4	6	39	16.77	40	280	0.0313	5.4	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455610671731
3527	Animalia	Chordata	Mammalia	Rodentia	Muridae	Wiedomys	Wiedomys_pyrrhorhinos	Red-nosed mouse	NA	NA	NA	NA	3.8	NA	NA	NA	NA	47	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455610671
3528	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zelotomys	Zelotomys_woosnami	South African broad-headed mouse	NA	NA	31	NA	4.7	NA	31	NA	NA	54.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610671978
3529	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys_argurus	Common rock rat	NA	NA	30	36	2.5	NA	219	NA	14	50	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610671978
3530	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys_palatilis	Carpentarian rock rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	123	NA	6.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
3531	Animalia	Chordata	Mammalia	Rodentia	Muridae	Zyzomys	Zyzomys_pedunculatus	Central rock rat	NA	NA	NA	NA	NA	NA	NA	NA	NA	100	NA	7.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730
3532	Animalia	Chordata	Mammalia	Rodentia	Myocastoridae	Myocastor	Myocastor_coypus	Nutria	152	152	131	91	6	NA	130	225	1750	7850	NA	8.5	671	captivity	large	high	NA	NA	NA	NA	307.75	4344414555206105e15
3533	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Dryomys	Dryomys_nitedula	Forest dormouse	NA	NA	28	30	3	NA	NA	1.73	NA	26	NA	4.1	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455542570610600
3534	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Eliomys	Eliomys_melanurus	Asian garden dormouse	NA	NA	25	NA	5	NA	NA	NA	NA	122.5	NA	6.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730978
3535	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Eliomys	Eliomys_quercinus	Garden dormouse	365	365	23	30	5	NA	NA	NA	NA	82.5	0.0409	5.5	671	captivity	small	acceptable	NA	NA	NA	NA	NA	4344555425706106e5
3536	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Glirulus	Glirulus_japonicus	Japanese dormouse	NA	NA	30	NA	4	NA	NA	NA	NA	27	NA	7	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	434455671
3537	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Graphiurus	Graphiurus_murinus	Woodland dormouse	NA	NA	24	NA	3	2	NA	3.5	NA	24	NA	6.9	671	captivity	medium	acceptable	NA	NA	0.225	38.4	NA	36434455570671
3538	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Graphiurus	Graphiurus_platyops	Rock dormouse	NA	NA	NA	NA	5.2	NA	NA	NA	NA	46.1	NA	7.3	671	captivity	small	acceptable	NA	NA	NA	NA	NA	671730978
3539	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Muscardinus	Muscardinus_avellanarius	Hazel dormouse	335	335	23	39	4	NA	50	0.8	NA	27.3	NA	5.3	671	captivity	tiny	acceptable	NA	NA	0.351	23.5	NA	13643445557061068e4
3540	Animalia	Chordata	Mammalia	Rodentia	Myoxidae	Myoxus	Myoxus_glis	Fat dormouse	322	335	25	33	4	NA	NA	1.5	NA	125	NA	8.7	671	captivity	small	acceptable	NA	NA	0.664	174.4	310.85	36420434455542577e9
3541	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Octodon	Octodon_degus	Degus	182	182	90	36	6	NA	NA	14	71.2	235	0.0323	14	671	captivity	large	acceptable	NA	NA	0.958	199.6	310.75	36420434455610675e6
3542	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Octodontomys	Octodontomys_gliroides	Chozchoz	NA	NA	104	42	2	NA	NA	17.5	NA	158	NA	NA	NA	unknown	small	low	NA	NA	0.715	154.1	310.35	36420434455610670
3543	Animalia	Chordata	Mammalia	Rodentia	Octodontidae	Spalacopus	Spalacopus_cyanus	Coruro	NA	NA	80	NA	2.4	NA	NA	8.9	NA	98	NA	10.8	671	captivity	small	acceptable	NA	NA	0.561	126.2	309.65	36420434610671976
3544	Animalia	Chordata	Mammalia	Rodentia	Pedetidae	Pedetes	Pedetes_capensis	Springhare	1034	NA	80	46	1	NA	101	275	1300	3500	NA	20	671	captivity	small	acceptable	NA	NA	4.427	2300	309.05	3642043445554267e4
3545	Animalia	Chordata	Mammalia	Rodentia	Petromuridae	Petromus	Petromus_typicus	Dassie rat	NA	NA	NA	NA	1.9	1	NA	NA	NA	200	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	434455671
3546	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus_harrisii	Harriss antelope squirrel	319	NA	30	51	6.8	1	NA	3.8	45	126	NA	10.6	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455538610671
3547	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus_leucurus	White-tailed antelope squirrel	365	365	29	66	8	NA	NA	3.21	35	105	0.0284	11.2	671	captivity	small	acceptable	NA	NA	0.511	94.1	310.65	36420441455671730
3548	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ammospermophilus	Ammospermophilus_nelsoni	Nelsons antelope squirrel	NA	NA	26	NA	8	1	NA	4.88	41	154.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455636
3549	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Atlantoxerus	Atlantoxerus_getulus	Barbary ground squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	400	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA	434455671
3550	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_adamsi	Ear-spot squirrel	NA	NA	NA	NA	1.9	NA	NA	NA	NA	134.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671730978
3551	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_caniceps	Gray-bellied squirrel	NA	NA	NA	NA	2.2	NA	NA	NA	NA	257	NA	13.7	671	captivity	small	acceptable	NA	NA	NA	NA	NA	455610671730
3552	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_erythraeus	Pallass squirrel	NA	NA	NA	NA	1.9	2	NA	NA	NA	272	NA	17	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434455671978
3553	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_finlaysonii	Finlaysons squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.8	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	671
3554	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_notatus	Plantain squirrel	NA	NA	NA	NA	3.07	NA	NA	NA	NA	190	NA	14.8	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455610671
3555	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callosciurus	Callosciurus_prevostii	Prevosts squirrel	NA	NA	48	NA	1.8	NA	NA	16.35	NA	400	NA	21.1	671	captivity	medium	acceptable	NA	NA	NA	NA	NA	434455671
3556	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callospermophilus	Callospermophilus_lateralis	Golden-mantled ground squirrel	637	NA	30	37	5.12	NA	NA	6.26	74.2	157.6	0.0411	10.4	671	captivity	small	acceptable	NA	NA	0.967	249.6	309.45	3642045561063367e10
3557	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Callospermophilus	Callospermophilus_saturatus	Cascade golden-mantled ground squirrel	335	335	28	43	4.16	1	NA	5.97	113.5	275	NA	NA	NA	unknown	small	low	NA	NA	0.849	256.6	NA	36455635
3558	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Cynomys	Cynomys_gunnisoni	Gunnisons prairie dog	365	NA	30	46	4.4	1	365	NA	NA	900	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455520610680
3559	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Cynomys	Cynomys_ludovicianus	Black-tailed prairie dog	730	730	30	63	4	1	365	15.75	148.35	1125	0.0111	11	671	captivity	large	high	NA	NA	2.358	1112.3	NA	3644145550754267e4
3560	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Dremomys	Dremomys_lokriah	Orange-bellied Himalayan squirrel	NA	NA	NA	NA	3.5	NA	NA	NA	NA	172.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434455610
3561	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Funambulus_palmarum	Indian palm squirrel	NA	NA	34	NA	2.75	NA	NA	NA	NA	100	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455671
3562	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funambulus	Funambulus_pennantii	Northern palm squirrel	234	310	40	61	3.5	NA	150	6.5	NA	147.7	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	4.3445561067168077e+17
3563	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funisciurus	Funisciurus_anerythrus	Thomass rope squirrel	NA	NA	NA	NA	1.5	NA	NA	NA	NA	218	NA	10	671	captivity	small	acceptable	NA	NA	0.58	63	NA	36455610671
3564	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funisciurus	Funisciurus_congicus	Congo rope squirrel	NA	NA	52	50	2	2	60	9.91	NA	106	NA	NA	NA	unknown	small	low	NA	NA	0.533	112.3	312.45	36420434455610670
3565	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funisciurus	Funisciurus_pyrropus	Fire-footed rope squirrel	NA	NA	NA	NA	1.8	NA	NA	NA	NA	271.7	NA	9.5	671	captivity	tiny	acceptable	NA	NA	NA	NA	NA	455610671
3566	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Funisciurus	Funisciurus_substriatus	Kintampo rope squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	186	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	671730
3567	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Glaucomys	Glaucomys_sabrinus	Northern flying squirrel	210	NA	40	68	3	1	NA	5.5	39.74	149	0.0088	14.2	671	captivity	small	acceptable	NA	NA	NA	NA	NA	434441455671731
3568	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Glaucomys	Glaucomys_volans	Southern flying squirrel	210	NA	40	58	4	NA	134	3.35	46.2	65.4	NA	19	671	captivity	medium	acceptable	NA	NA	0.414	67.4	312.15	3642043444145554e10
3569	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Heliosciurus	Heliosciurus_rufobrachium	Red-legged sun squirrel	NA	NA	NA	NA	2.7	NA	NA	NA	NA	326.5	NA	8.7	671	captivity	small	acceptable	NA	NA	0.744	230	309.15	36420434455671
3570	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	Ictidomys_tridecemlineatus	Thirteen-lined ground squirrel	354	225	28	33	7	NA	NA	3.24	16	172.7	NA	7.9	671	captivity	small	acceptable	NA	NA	0.983	198.4	308.85	36420455542610678e3
3571	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Lariscus	Lariscus_insignis	Three-striped ground squirrel	NA	NA	NA	NA	NA	NA	NA	NA	NA	175	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	434671
3572	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Marmota	Marmota_bobak	Bobak marmot	1095	NA	40	37	4.5	NA	730	35.5	NA	7300	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	455542671
3573	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Marmota	Marmota_caligata	Hoary marmot	908	NA	29	28	4.2	NA	NA	NA	NA	4300	NA	12.1	671	captivity	small	questionable	NA	NA	NA	NA	NA	4344555426106717e5
